beta,radius,ref_count,phi_full,phi_energy,phi_full_quenched,phi_energy_full_quenched,phi_stripped_proxy,phi_energy_stripped_proxy,phi_full_annealed,phi_energy_full_annealed,phi_stripped_annealed,reference_prior_correction_per_P,theta_ref_norm_sq_mean,area_term,derivative_ref_count,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,claim
0.05,0.37,2700,-0.997840127305017,-0.0039785228308333,-0.997840127305017,-0.0039785228308333,-0.9962140954305894,-0.0023524909564057,-0.9968771681264338,-0.0030155636522502,-0.9957906092206928,-0.0016260318744276,21063.69820292928,-0.9938616044741836,2700,-14.148924312087049,4.952852193766885,2.696081238256813,-0.0055594987473819,2.701640737004195,pass
0.05,0.38,2700,-0.9712371648948852,-0.0040333288203159,-0.9712371648948852,-0.0040333288203159,-0.9696111330204576,-0.0024072969458883,-0.9702574155233288,-0.0030535794487595,-0.9691728420860652,-0.0016260318744276,21063.69820292928,-0.9672038360745692,2700,-13.913755538550976,4.877691014044833,2.625077833621498,-0.0054670945141654,2.6305449281356634,pass
0.05,0.39,2700,-0.9453261742182002,-0.0040876180689334,-0.9453261742182002,-0.0040876180689334,-0.9437001423437724,-0.0024615861945058,-0.9443286925572908,-0.003090136408024,-0.9432463084405888,-0.0016260318744276,21063.69820292928,-0.9412385561492668,2700,-13.688970772654624,4.808513591576605,2.557716287742345,-0.0053787704411216,2.5630950581834666,pass
0.05,0.4,2700,-0.9200712979464096,-0.0041406017232857,-0.9200712979464096,-0.0041406017232857,-0.918445266071982,-0.002514569848858,-0.9190569687554409,-0.0031262725323168,-0.9179765340563084,-0.0016260318744276,21063.69820292928,-0.9159306962231238,2700,-13.469493706802304,4.729083639709248,2.49372514982051,-0.0052925319083702,2.4990176817288803,pass
0.05,0.41,2700,-0.8954408893390309,-0.0041931033044746,-0.8954408893390309,-0.0041931033044746,-0.8938148574646032,-0.002567071430047,-0.894409533494664,-0.0031617474601078,-0.8933309625005807,-0.0016260318744276,21063.69820292928,-0.8912477860345561,2700,-13.261086516882584,4.666472538813379,2.4328553879228307,-0.0052106430321739,2.438066030955005,pass
0.05,0.42,2700,-0.8714047822183918,-0.004245079176814,-0.8714047822183918,-0.004245079176814,-0.8697787503439641,-0.0026190473023863,-0.8703562076899157,-0.003196504648338,-0.8692797469602934,-0.0016260318744276,21063.69820292928,-0.8671597030415777,2700,-13.051693307613956,4.594080808927416,2.3748884730197424,-0.0051283667220487,2.380016839741791,pass
0.05,0.43,2700,-0.8479345083915696,-0.0042960569851721,-0.8479345083915696,-0.0042960569851721,-0.8463084765171419,-0.0026700251107444,-0.846869717536926,-0.0032312661305285,-0.8457948945613204,-0.0016260318744276,21063.69820292928,-0.8436384514063975,2700,-12.842330618446743,4.51093107512062,2.319621508506481,-0.0050461024041048,2.3246676109105864,pass
0.05,0.44,2700,-0.8250036634906628,-0.0043456970994455,-0.8250036634906628,-0.0043456970994455,-0.8233776316162352,-0.0027196652250179,-0.8239227432091389,-0.0032647768179217,-0.8228497814696837,-0.0016260318744276,21063.69820292928,-0.8206579663912172,2700,-12.651894774185418,4.446637967911698,2.266862981156777,-0.0049712749603871,2.271834256117164,pass
0.05,0.45,2700,-0.8025886521793979,-0.004394711441476,-0.8025886521793979,-0.004394711441476,-0.8009626203049702,-0.0027686795670483,-0.8014911198734096,-0.0032971791354877,-0.8004198624163112,-0.0016260318744276,21063.69820292928,-0.7981939407379218,2700,-12.448942114105256,4.374168708007429,2.216457521107752,-0.0048915293179195,2.221349050425671,pass
0.05,0.46,2700,-0.7806673767867035,-0.0044437066548974,-0.7806673767867035,-0.0044437066548974,-0.7790413449122758,-0.0028176747804697,-0.7795536863305819,-0.0033300161987758,-0.7784840743120355,-0.0016260318744276,21063.69820292928,-0.776223670131806,2700,-12.263503936796171,4.3172403512455295,2.168240188083261,-0.004818665594026,2.173058853677287,pass
0.05,0.47,2700,-0.7592170055899206,-0.0044910903037454,-0.7592170055899206,-0.0044910903037454,-0.7575909737154929,-0.0028650584293178,-0.7580869344023524,-0.0033610191161773,-0.7570193179320172,-0.0016260318744276,21063.69820292928,-0.754725915286175,2700,-12.081746714102458,4.24762674767337,2.122076310700474,-0.0047472482177219,2.126823558918196,pass
0.05,0.48,2700,-0.7382191827368557,-0.0045384041891033,-0.7382191827368557,-0.0045384041891033,-0.736593150862428,-0.0029123723146757,-0.7370735620366677,-0.0033927834889154,-0.7360074386250981,-0.0016260318744276,21063.69820292928,-0.7336807785477524,2700,-11.904121115900626,4.184507919356768,2.077837280504558,-0.004677454269509,2.082514734774067,pass
