eta,ref_id,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
0.3,3,0.1,-0.0170023731901382,-0.5502138798022113,0.2859531046687602,0.2859531046687602
0.3,3,0.2,-0.0720237611703593,-0.5216185693353352,0.9910103306223546,0.9910103306223546
0.3,3,0.3,-0.1213260870572053,-0.3520118136777404,2.0302710014684084,2.0302710014684084
0.3,3,0.4,-0.1424261239059074,-0.1155643690416536,1.6609184849648073,1.6609184849648073
0.3,3,0.5,-0.144438960865536,-0.0198281166847789,0.5401015807278071,0.5401015807278071
0.3,3,0.6,-0.1463917472428632,-0.0075440528960922,-0.02344149314513451,0.0
0.3,3,0.7,-0.1459477714447545,-0.0245164153138058,-0.16239769940203047,0.0
0.3,3,0.8,-0.1512950303056243,-0.0400235927764983,0.0352208194384442,0.0352208194384442
0.3,3,0.9,-0.1539524900000541,-0.017472251426117,0.15826843434281104,0.15826843434281104
0.3,3,1.0,-0.1547894805908478,-0.0083699059079361,0.09102345518180903,0.09102345518180903
0.3,4,0.1,-0.0273580789776282,-0.4525319685562585,0.39056128311107996,0.39056128311107996
0.3,4,0.2,-0.0726112758332541,-0.4134758402451505,0.6434136167048203,0.6434136167048203
0.3,4,0.3,-0.1100532470266583,-0.3238492452152945,1.218558430962679,1.218558430962679
0.3,4,0.4,-0.137381124876313,-0.1697641540526147,1.347144947930028,1.347144947930028
0.3,4,0.5,-0.1440060778371813,-0.0544202556292889,0.6989867784708023,0.6989867784708023
0.3,4,0.6,-0.1482651760021708,-0.0299667983584543,0.36899941760267063,0.36899941760267063
0.3,4,0.7,-0.1499994375088721,0.0193796278912452,0.18991338090262178,0.18991338090262178
0.3,4,0.8,-0.1443892504239217,0.00801587782207,-0.26950577019751054,0.0
0.3,4,0.9,-0.1483962619444581,-0.0345215261482569,-0.18494407456609907,0.0
0.3,4,1.0,-0.1512935556535731,-0.0289729370911498,0.05548589057107098,0.05548589057107098
0.3,5,0.1,-0.0207600297301463,-0.5754895833396262,0.8481226921236767,0.8481226921236767
0.3,5,0.2,-0.0783089880641089,-0.4906773141272585,1.3683556044712566,1.3683556044712566
0.3,5,0.3,-0.118895492555598,-0.3018184624453749,1.8157751657723784,1.8157751657723784
0.3,5,0.4,-0.1386726805531839,-0.1275222809727828,1.3130974677350644,1.3130974677350644
0.3,5,0.5,-0.1443999487501546,-0.039198968898362,0.5798464148526556,0.5798464148526556
0.3,5,0.6,-0.1465124743328563,-0.0115529980022517,0.16197341190509856,0.16197341190509856
0.3,5,0.7,-0.1467105483506049,-0.0068042865173423,-0.09080352818047181,0.0
0.3,5,0.8,-0.1478733316363247,-0.0297137036383461,-0.0868387069427208,0.0
0.3,5,0.9,-0.1526532890782742,-0.0241720279058865,0.14584611123033756,0.14584611123033756
0.3,5,1.0,-0.152707737217502,-0.0005444813922786,0.23627546513607903,0.23627546513607903
0.3,6,0.1,-0.0214884962641562,-0.5865315299020807,1.2592918864596108,1.2592918864596108
0.3,6,0.2,-0.0801416492543643,-0.4606023412561196,1.742548460413921,1.742548460413921
0.3,6,0.3,-0.1136089645153801,-0.2380218378192966,1.5742159168519723,1.5742159168519723
0.3,6,0.4,-0.1277460168182236,-0.1457591578857252,0.7154699661086921,0.7154699661086921
0.3,6,0.5,-0.1427607960925252,-0.0949278445975582,0.6413162468061142,0.6413162468061142
0.3,6,0.6,-0.1467315857377352,-0.0174959085245024,0.49113649903952716,0.49113649903952716
0.3,6,0.7,-0.1462599777974257,0.0032994552103472,-0.06425843760005619,0.0
0.3,6,0.8,-0.1460716946956658,-0.0303475960445137,-0.2302512041646463,0.0
0.3,6,0.9,-0.1523294970063285,-0.0427507856225821,0.037120239529882,0.037120239529882
0.3,6,1.0,-0.1546218518201822,-0.0229235481385373,0.19827237484044807,0.19827237484044807
0.3,7,0.1,-0.0227995514671229,-0.5482658627606263,0.2702882578121435,0.2702882578121435
0.3,7,0.2,-0.0776261377431856,-0.5212370369794119,1.2915854133509903,1.2915854133509903
0.3,7,0.3,-0.1270469588630053,-0.2899487800904283,2.1602060681645865,2.1602060681645865
0.3,7,0.4,-0.1356158937612712,-0.0891958233464946,1.1110420449787008,1.1110420449787008
0.3,7,0.5,-0.1448861235323043,-0.067740371094688,0.3106290361563516,0.3106290361563516
0.3,7,0.6,-0.1491639679802088,-0.0270700161152243,0.23694009142367958,0.23694009142367958
0.3,7,0.7,-0.1503001267553491,-0.0203523528099521,0.054369074746482005,0.054369074746482005
0.3,7,0.8,-0.1532344385421992,-0.0161962011659279,0.028664919128498986,0.028664919128498986
0.3,7,0.9,-0.1535393669885347,-0.0146193689842523,-0.04996626169610853,0.0
0.3,7,1.0,-0.1561583123390497,-0.0261894535051496,-0.11570084520897303,0.0
0.3,8,0.1,-0.0212920217528709,-0.5057974732423538,0.4687821042501622,0.4687821042501622
