source,case_id,case_label,eta,nmstv,ref_key,radius,phi_energy_raw,dphi_dr_raw,dphi_dr_smooth,curvature_smooth,positive_curvature_smooth
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.75,-0.0718051956040591,-0.22906773546393966,-0.1194606116922343,-0.213525088637323,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.76,-0.0739517336205695,-0.027055450197119857,-0.09484329927386069,5.56974402814357,5.56974402814357
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.77,-0.0723463046080015,-0.07318265159717985,-0.008065731129362791,4.06174761955788,4.06174761955788
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.78,-0.0754153866525131,-0.27573240910498065,-0.013608346882703005,-0.9768387353185388,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.79,-0.0778609527901011,0.1202179626589599,-0.027602505835733582,-1.2632623908576668,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.8,-0.0730110273993339,0.5807407646128198,-0.038873594699856365,-1.355266940868495,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.81,-0.0662461374978447,-0.1911789090874807,-0.05470784465310351,2.5735438601179923,2.5735438601179923
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.82,-0.0768346055810833,-0.3270268481351537,0.012597282502502319,2.289901348757493,2.289901348757493
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.83,-0.0727866744605476,-0.10595307224597939,-0.008909817677954849,-6.922490566223891,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.84,-0.0789536670260029,-0.18402240126990987,-0.12585252882197562,-5.095847594425491,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.85,-0.0764671224859458,0.1954034809842602,-0.11082676956646476,2.4116622567617125,2.4116622567617125
