rule_id,rule_name,rule_label,rule_order,nmstv_mean,radius,n_units,delta_phi_energy_unit_mean,delta_phi_energy_unit_sem,phi_energy_raw_mean,phi_energy_raw_sem
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.6,30,-0.04962117823061274,0.0004272860763770792,-0.052727131848616576,0.0005042412045950396
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.61,30,-0.05085598391621633,0.00046755236844124836,-0.05396193753422017,0.000557922027795986
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.62,30,-0.051564395817756105,0.0004632185608524141,-0.05467034943575996,0.0005800147973121028
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.63,30,-0.051326798175544856,0.0005065048999062542,-0.0544327517935487,0.0006191858624359301
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.64,30,-0.05247351083851049,0.0005038488285286557,-0.055579464456514335,0.0005570933205351576
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.65,30,-0.052792507714709884,0.0004781088819350257,-0.05589846133271372,0.0005266539919951357
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.66,30,-0.05255304908747539,0.0006020350211582815,-0.05565900270547922,0.0006630452165773852
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.67,30,-0.05463841161542172,0.0003643552074958708,-0.05774436523342555,0.0004244395437790131
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.68,30,-0.05467662210134742,0.0005883957681382024,-0.05778257571935124,0.0006442847199701751
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.69,30,-0.05548542314648728,0.0004958103309316807,-0.0585913767644911,0.0005619202988316293
