rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2
very_low_tv_spectral_teacher,0.79,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.8,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.81,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.82,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.83,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.84,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.85,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.86,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.87,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.88,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.89,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.9,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.91,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.92,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.93,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.94,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.95,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.96,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.97,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.98,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.99,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,1.0,0,30,partial_missing_units,False,,,,,,
