beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.31,1.71,900,30,2.835942923833611,-0.002019988215863712,2.835942923833611,-0.002019988215863712,0.0,2.8379629120494747,0.0004801097385591182,1.600365795197061e-05,0.0003885320002266489,7.093591361224597e-05,0.000145063943337043,2.835797859890274,2.8360879877769483,0.00048010973855911967,1.6003657951970656e-05,0.00038853200022657513,7.093591361223251e-05,0.00014506394333701548,-0.0021650521592007275,-0.0018749242725266963,0.0004801097385591182,1.600365795197061e-05,0.0003885320002266489,7.093591361224597e-05,0.000145063943337043,2.835797859890274,2.8360879877769483,0.00048010973855911967,1.6003657951970656e-05,0.00038853200022657513,7.093591361223251e-05,0.00014506394333701548,-0.0021650521592007275,-0.0018749242725266963,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.72,900,30,2.8417588152351594,-0.002032725997285216,2.8417588152351594,-0.002032725997285216,0.0,2.8437915412324446,0.00047820580494077153,1.5940193498025718e-05,0.0003874638161092221,7.074089076668484e-05,0.0001446651216178705,2.8416141501135415,2.8419034803567773,0.00047820580494076144,1.5940193498025382e-05,0.0003874638161092063,7.074089076668195e-05,0.00014466512161786458,-0.002177391118903081,-0.0018880608756673516,0.00047820580494077153,1.5940193498025718e-05,0.0003874638161092221,7.074089076668484e-05,0.0001446651216178705,2.8416141501135415,2.8419034803567773,0.00047820580494076144,1.5940193498025382e-05,0.00038746381610920636,7.074089076668196e-05,0.0001446651216178646,-0.002177391118903081,-0.0018880608756673516,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.73,900,30,2.8475404354743556,-0.0020459455965663965,2.8475404354743556,-0.0020459455965663965,0.0,2.849586381070922,0.00047838284028382864,1.594609467612762e-05,0.00038810291175543177,7.085757313396229e-05,0.00014490373705895287,2.8473955317372965,2.8476853392114148,0.00047838284028382723,1.5946094676127574e-05,0.00038810291175537875,7.085757313395261e-05,0.00014490373705893308,-0.0021908493336253295,-0.0019010418595074635,0.00047838284028382864,1.594609467612762e-05,0.00038810291175543177,7.085757313396229e-05,0.00014490373705895287,2.8473955317372965,2.8476853392114148,0.00047838284028382723,1.5946094676127574e-05,0.00038810291175537875,7.085757313395261e-05,0.00014490373705893308,-0.0021908493336253295,-0.0019010418595074635,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.74,900,30,2.85328734208126,-0.002060478989430821,2.85328734208126,-0.0020604789894308204,-4.336808689942018e-19,2.855347821070691,0.00047883296515784053,1.5961098838594683e-05,0.00038768126341428004,7.078059103136782e-05,0.0001447463086591472,2.853142595772601,2.853432088389919,0.0004788329651578339,1.5961098838594463e-05,0.00038768126341421277,7.078059103135554e-05,0.00014474630865912206,-0.002205225298089943,-0.0019157326807716988,0.00047883296515784053,1.5961098838594683e-05,0.00038768126341428004,7.078059103136782e-05,0.0001447463086591472,2.853142595772601,2.853432088389919,0.0004788329651578339,1.5961098838594463e-05,0.00038768126341421277,7.078059103135554e-05,0.00014474630865912206,-0.0022052252980899424,-0.0019157326807716984,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.75,900,30,2.8590007112165345,-0.0020755328245530788,2.8590007112165345,-0.0020755328245530788,0.0,2.8610762440410875,0.0004832329853232771,1.610776617744257e-05,0.0003904827728796522,7.129207434111734e-05,0.00014579229202758495,2.858854918924507,2.859146503508562,0.0004832329853232778,1.6107766177442593e-05,0.00039048277287967117,7.12920743411208e-05,0.00014579229202759205,-0.002221325116580671,-0.0019297405325254867,0.0004832329853232768,1.610776617744256e-05,0.0003904827728796522,7.129207434111734e-05,0.00014579229202758495,2.858854918924507,2.859146503508562,0.0004832329853232778,1.6107766177442593e-05,0.00039048277287967117,7.12920743411208e-05,0.00014579229202759205,-0.002221325116580671,-0.0019297405325254867,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.76,900,30,2.8646826410117363,-0.0020893852358881207,2.8646826410117363,-0.0020893852358881207,0.0,2.8667720262476246,0.0004846852562747491,1.6156175209158304e-05,0.00039221593399848994,7.160850482131012e-05,0.00014643939235957918,2.864536201619377,2.8648290804040957,0.00048468525627474963,1.615617520915832e-05,0.000392215933998524,7.160850482131632e-05,0.00014643939235959186,-0.0022358246282477125,-0.0019429458435285289,0.0004846852562747491,1.6156175209158304e-05,0.00039221593399848994,7.160850482131012e-05,0.00014643939235957918,2.864536201619377,2.8648290804040957,0.0004846852562747497,1.615617520915832e-05,0.00039221593399852393,7.160850482131632e-05,0.00014643939235959186,-0.0022358246282477125,-0.0019429458435285289,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.77,900,30,2.870333404322484,-0.002102133237817972,2.870333404322484,-0.002102133237817972,0.0,2.872435537560302,0.0004853082155743394,1.6176940519144647e-05,0.0003921361875480163,7.159394517804166e-05,0.00014640961788909518,2.870186994704595,2.870479813940373,0.00048530821557434315,1.6176940519144773e-05,0.00039213618754808266,7.159394517805377e-05,0.00014640961788911996,-0.0022485428557070916,-0.001955723619928852,0.0004853082155743394,1.6176940519144647e-05,0.0003921361875480163,7.159394517804166e-05,0.00014640961788909518,2.870186994704595,2.870479813940373,0.0004853082155743431,1.617694051914477e-05,0.0003921361875480826,7.159394517805376e-05,0.00014640961788911993,-0.0022485428557070916,-0.001955723619928852,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.78,900,30,2.875949265591592,-0.002117876006133538,2.875949265591592,-0.002117876006133538,0.0,2.8780671415977257,0.0004877380387211588,1.6257934624038627e-05,0.00039478769167478945,7.207804138522555e-05,0.00014739959463278625,2.8758018659969595,2.8760966651862248,0.00048773803872116076,1.625793462403869e-05,0.0003947876916747011,7.207804138520942e-05,0.00014739959463275326,-0.002265275600766291,-0.001970476411500785,0.0004877380387211588,1.6257934624038627e-05,0.00039478769167478945,7.207804138522555e-05,0.00014739959463278625,2.8758018659969595,2.8760966651862248,0.00048773803872116076,1.625793462403869e-05,0.00039478769167470114,7.207804138520942e-05,0.00014739959463275326,-0.002265275600766291,-0.001970476411500785,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.79,900,30,2.88153569583779,-0.002131500029411501,2.88153569583779,-0.0021315000294115016,4.336808689942018e-19,2.8836671958672015,0.0004865105733096816,1.621701911032272e-05,0.0003928391441483671,7.172228690702807e-05,0.0001466720767248724,2.881389023761065,2.881682367914515,0.00048651057330968385,1.6217019110322795e-05,0.00039283914414829765,7.17222869070154e-05,0.00014667207672484648,-0.0022781721061363477,-0.0019848279526866546,0.0004865105733096816,1.621701911032272e-05,0.0003928391441483671,7.172228690702807e-05,0.0001466720767248724,2.881389023761065,2.881682367914515,0.00048651057330968385,1.6217019110322795e-05,0.0003928391441482976,7.172228690701539e-05,0.00014667207672484645,-0.002278172106136348,-0.001984827952686655,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.8,900,30,2.887089303101063,-0.0021467487998572715,2.887089303101063,-0.0021467487998572715,0.0,2.8892360519009204,0.0004895150989910764,1.6317169966369216e-05,0.00039618201259911356,7.23326083927768e-05,0.00014792018416322856,2.8869413829168997,2.887237223285226,0.0004895150989910748,1.631716996636916e-05,0.00039618201259918333,7.233260839278954e-05,0.0001479201841632546,-0.0022946689840205262,-0.001998828615694017,0.0004895150989910768,1.6317169966369226e-05,0.00039618201259911356,7.23326083927768e-05,0.00014792018416322856,2.8869413829168997,2.887237223285226,0.0004895150989910748,1.631716996636916e-05,0.00039618201259918333,7.233260839278954e-05,0.0001479201841632546,-0.0022946689840205262,-0.001998828615694017,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.81,900,30,2.89261475414467,-0.002159301243702198,2.89261475414467,-0.0021593012437021984,4.336808689942018e-19,2.894774055388372,0.0004897056919668596,1.6323523065561987e-05,0.00039621840964977286,7.233925355466773e-05,0.00014793377351929549,2.8924668203711503,2.8927626879181894,0.0004897056919668614,1.6323523065562048e-05,0.0003962184096499107,7.23392535546929e-05,0.00014793377351934696,-0.002307235017221545,-0.002011367470182851,0.0004897056919668596,1.6323523065561987e-05,0.00039621840964977286,7.233925355466773e-05,0.00014793377351929549,2.8924668203711503,2.8927626879181894,0.0004897056919668614,1.6323523065562048e-05,0.0003962184096499107,7.23392535546929e-05,0.00014793377351934696,-0.0023072350172215453,-0.0020113674701828514,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.82,900,30,2.8981084912793613,-0.00217305502575219,2.8981084912793613,-0.00217305502575219,0.0,2.9002815463051137,0.0004857723942129631,1.6192413140432103e-05,0.00039377643696145116,7.189341237926595e-05,0.00014702202831559885,2.8979614692510456,2.898255513307677,0.00048577239421296336,1.6192413140432113e-05,0.00039377643696140774,7.189341237925802e-05,0.00014702202831558264,-0.0023200770540677726,-0.0020260329974366074,0.0004857723942129631,1.6192413140432103e-05,0.00039377643696145116,7.189341237926595e-05,0.00014702202831559885,2.8979614692510456,2.898255513307677,0.00048577239421296336,1.6192413140432113e-05,0.00039377643696140774,7.189341237925802e-05,0.00014702202831558264,-0.0023200770540677726,-0.0020260329974366074,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.83,900,30,2.903571435401565,-0.0021874236364403114,2.903571435401565,-0.0021874236364403114,0.0,2.9057588590380052,0.000486408771633099,1.62136257211033e-05,0.0003934390147852884,7.183180780017034e-05,0.00014689604695134834,2.9034245393546136,2.903718331448516,0.0004864087716330929,1.6213625721103097e-05,0.00039343901478524116,7.183180780016172e-05,0.00014689604695133072,-0.0023343196833916424,-0.0020405275894889805,0.000486408771633099,1.62136257211033e-05,0.0003934390147852884,7.183180780017034e-05,0.00014689604695134834,2.9034245393546136,2.903718331448516,0.0004864087716330929,1.6213625721103097e-05,0.00039343901478524116,7.183180780016172e-05,0.00014689604695133072,-0.0023343196833916424,-0.0020405275894889805,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.84,900,30,2.909006399809742,-0.0021999226972943898,2.909006399809742,-0.0021999226972943898,0.0,2.911206322507036,0.0004881990608622919,1.6273302028743065e-05,0.00039628370811392187,7.235117536859601e-05,0.00014795815362877884,2.9088584416561134,2.9091543579633705,0.0004881990608622944,1.6273302028743146e-05,0.00039628370811394377,7.235117536860001e-05,0.00014795815362878703,-0.0023478808509231766,-0.002051964543665603,0.0004881990608622919,1.6273302028743065e-05,0.00039628370811392187,7.235117536859601e-05,0.00014795815362877884,2.9088584416561134,2.9091543579633705,0.0004881990608622944,1.6273302028743146e-05,0.00039628370811394377,7.235117536860001e-05,0.00014795815362878703,-0.0023478808509231766,-0.002051964543665603,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.85,900,30,2.9144090193695527,-0.0022152409143002386,2.9144090193695527,-0.0022152409143002386,0.0,2.916624260283853,0.0004922823388783477,1.6409411295944925e-05,0.00039679829087308914,7.244512489689574e-05,0.00014815028041415177,2.9142608690891385,2.914557169649967,0.0004922823388783487,1.6409411295944956e-05,0.0003967982908730025,7.244512489687992e-05,0.00014815028041411944,-0.002363391194714358,-0.002067090633886119,0.0004922823388783477,1.6409411295944925e-05,0.00039679829087308914,7.244512489689574e-05,0.00014815028041415177,2.9142608690891385,2.914557169649967,0.0004922823388783487,1.6409411295944956e-05,0.00039679829087300257,7.244512489687992e-05,0.00014815028041411944,-0.002363391194714358,-0.002067090633886119,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.86,900,30,2.9197830054025835,-0.002229985304501689,2.9197830054025835,-0.0022299853045016894,4.336808689942018e-19,2.9220129907070853,0.0004923490231867697,1.6411634106225657e-05,0.0003987444696545063,7.280044690340242e-05,0.00014887691391745795,2.919634128488666,2.919931882316501,0.0004923490231867704,1.641163410622568e-05,0.0003987444696545428,7.28004469034091e-05,0.0001488769139174716,-0.0023788622184191606,-0.0020811083905842172,0.0004923490231867693,1.6411634106225643e-05,0.0003987444696545063,7.280044690340242e-05,0.00014887691391745795,2.919634128488666,2.919931882316501,0.0004923490231867703,1.6411634106225677e-05,0.0003987444696545429,7.28004469034091e-05,0.0001488769139174716,-0.002378862218419161,-0.0020811083905842177,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.87,900,30,2.925130681364084,-0.002242145630500178,2.925130681364084,-0.002242145630500178,0.0,2.927372826994584,0.0004902164726046836,1.6340549086822786e-05,0.0003973121535065373,7.253894294882859e-05,0.00014834213833035445,2.9249823392257537,2.9252790235024144,0.0004902164726046771,1.634054908682257e-05,0.00039731215350642787,7.253894294880861e-05,0.0001483421383303136,-0.0023904877688304916,-0.0020938034921698647,0.0004902164726046836,1.6340549086822786e-05,0.0003973121535065373,7.253894294882859e-05,0.00014834213833035445,2.9249823392257537,2.9252790235024144,0.0004902164726046771,1.634054908682257e-05,0.00039731215350642787,7.253894294880861e-05,0.0001483421383303136,-0.0023904877688304916,-0.0020938034921698647,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.88,900,30,2.93044649088109,-0.0022575864715773954,2.93044649088109,-0.0022575864715773954,0.0,2.932704077352667,0.0004943358046433943,1.647786015477981e-05,0.0004001832700000077,7.306313470506155e-05,0.00014941411047185085,2.9302970767706182,2.9305959049915615,0.0004943358046433963,1.6477860154779876e-05,0.0004001832699999298,7.306313470504732e-05,0.00014941411047182174,-0.0024070005820492173,-0.0021081723611055736,0.0004943358046433955,1.647786015477985e-05,0.0004001832700000077,7.306313470506155e-05,0.00014941411047185085,2.9302970767706182,2.9305959049915615,0.0004943358046433964,1.6477860154779883e-05,0.0004001832699999298,7.306313470504732e-05,0.00014941411047182174,-0.0024070005820492173,-0.0021081723611055736,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.89,900,30,2.9357356778550514,-0.002271367227415271,2.9357356778550514,-0.002271367227415271,0.0,2.9380070450824665,0.0004979882652101804,1.659960884033935e-05,0.00040301417937184625,7.35799856787978e-05,0.0001504710707131415,2.935585206784338,2.9358861489257646,0.0004979882652101827,1.6599608840339423e-05,0.00040301417937183145,7.357998567879509e-05,0.00015047107071313595,-0.002421838298128407,-0.002120896156702135,0.0004979882652101803,1.6599608840339342e-05,0.0004030141793718358,7.357998567879589e-05,0.00015047107071313758,2.935585206784338,2.9358861489257646,0.0004979882652101828,1.6599608840339427e-05,0.0004030141793718314,7.357998567879509e-05,0.00015047107071313595,-0.002421838298128407,-0.002120896156702135,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.9,900,30,2.940995649850897,-0.00228637883257013,2.940995649850897,-0.00228637883257013,0.0,2.943282028683467,0.0004965505767046307,1.6551685890154356e-05,0.0004025401995474828,7.34934491982624e-05,0.00015029410361044662,2.9408453557472867,2.9411459439545076,0.0004965505767046306,1.6551685890154353e-05,0.00040254019954750325,7.349344919826613e-05,0.00015029410361045424,-0.0024366729361805844,-0.0021360847289596755,0.0004965505767046302,1.6551685890154343e-05,0.0004025401995474828,7.34934491982624e-05,0.00015029410361044662,2.9408453557472867,2.9411459439545076,0.0004965505767046306,1.6551685890154353e-05,0.00040254019954750325,7.349344919826613e-05,0.00015029410361045424,-0.0024366729361805844,-0.0021360847289596755,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.91,900,30,2.94622825884591,-0.0023010631084210546,2.94622825884591,-0.0023010631084210546,0.0,2.9485293219543314,0.0004975217953967035,1.6584059846556783e-05,0.0004024160105213839,7.347077548793274e-05,0.00015024773587282245,2.9460780111100373,2.946378506581783,0.0004975217953967051,1.6584059846556837e-05,0.0004024160105216076,7.347077548797359e-05,0.00015024773587290599,-0.0024513108442939606,-0.0021508153725481485,0.0004975217953967035,1.6584059846556783e-05,0.0004024160105213839,7.347077548793274e-05,0.00015024773587282245,2.9460780111100373,2.946378506581783,0.0004975217953967051,1.6584059846556837e-05,0.0004024160105216077,7.34707754879736e-05,0.000150247735872906,-0.0024513108442939606,-0.0021508153725481485,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.92,900,30,2.951435233223832,-0.0023139808672583105,2.951435233223832,-0.0023139808672583105,0.0,2.95374921409109,0.0005006444043776694,1.6688146812588982e-05,0.00040394304687785016,7.37495729074551e-05,0.00015081787659574567,2.951284415347236,2.9515860511004277,0.0005006444043776674,1.668814681258891e-05,0.0004039430468777594,7.374957290743853e-05,0.0001508178765957118,-0.0024647987438540225,-0.0021631629906625986,0.0005006444043776694,1.6688146812588982e-05,0.00040394304687785016,7.37495729074551e-05,0.00015081787659574567,2.951284415347236,2.9515860511004277,0.0005006444043776674,1.668814681258891e-05,0.00040394304687775946,7.374957290743855e-05,0.00015081787659571182,-0.0024647987438540225,-0.0021631629906625986,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.93,900,30,2.956613382801404,-0.002328606981376729,2.956613382801404,-0.002328606981376729,0.0,2.9589419897827804,0.0005005103203828621,1.6683677346095404e-05,0.0004043886018827877,7.383091974972631e-05,0.0001509842308881903,2.956462398570516,2.956764367032292,0.0005005103203828705,1.6683677346095685e-05,0.0004043886018827791,7.383091974972474e-05,0.00015098423088818707,-0.002479591212264916,-0.002177622750488542,0.0005005103203828621,1.6683677346095404e-05,0.0004043886018827877,7.383091974972631e-05,0.0001509842308881903,2.956462398570516,2.956764367032292,0.0005005103203828706,1.6683677346095688e-05,0.0004043886018827791,7.383091974972474e-05,0.00015098423088818707,-0.002479591212264916,-0.002177622750488542,std_over_ref_units_sem_ci95_over_dataset_means,pass
