rule,ref_id,delta_phi_r_0.1,delta_phi_r_0.2,delta_phi_r_0.3,delta_phi_r_0.4,delta_phi_r_0.5,delta_phi_r_0.6,delta_phi_r_0.7,delta_phi_r_0.8,delta_phi_r_0.9,delta_phi_r_1.0,delta_phi_r_1.1,delta_phi_r_1.2,delta_phi_r_1.3,delta_phi_r_1.4,delta_phi_r_1.5,delta_phi_r_1.6,delta_phi_r_1.7,delta_phi_r_1.8,delta_phi_r_1.9,delta_phi_r_2.0,delta_phi_r_2.1,delta_phi_r_2.2,delta_phi_r_2.3,delta_phi_r_2.4,delta_phi_r_2.5
low_tv_spectral_teacher,50,0.0,-0.010890204014695,-0.0254199689374946,-0.0306055431200501,-0.0397694464595506,-0.0472318787098042,-0.0556992545414419,-0.0566764086336254,-0.0673271067613874,-0.0740869117122784,-0.0748123436462471,-0.0822378126011401,-0.0848137723285542,-0.0864317077080831,-0.0906164050155253,-0.0953367479259827,-0.0990452163145452,-0.097416133291797,-0.0993733390759142,-0.1025840712049595,-0.1107282901582426,-0.1007076177898859,-0.0992060974971334,-0.1077104525475702,-0.1222839916418441
low_tv_spectral_teacher,51,0.0,-0.0115566843683852,-0.0224870265922583,-0.0338613298874219,-0.0434005249627253,-0.0511436087353136,-0.0573981360423684,-0.0638437660518643,-0.0655055076815921,-0.0742390209273777,-0.0792856175136312,-0.0790254194419198,-0.0847674171625137,-0.0918934981363878,-0.0910539405231007,-0.0904770954085552,-0.0986027768497781,-0.0968237079969216,-0.0975305576998885,-0.0981159710250899,-0.1078007121957406,-0.1049150502357481,-0.1113623149103261,-0.1238146759120263,-0.1149593512716869
low_tv_spectral_teacher,52,0.0,-0.0123797538573708,-0.0233873776449165,-0.0357104020700492,-0.0413659382693652,-0.0454263970652092,-0.0565287703493816,-0.0583851485780557,-0.0596310178093953,-0.0631491374797658,-0.0764902596155216,-0.0808917182074225,-0.0809336165263283,-0.0948423123209335,-0.081024995208283,-0.0895468605308813,-0.0934919955763157,-0.0910433325102284,-0.1125323151926141,-0.1024390279690262,-0.1060962890079424,-0.104872703466272,-0.1140653708983876,-0.1030567612919899,-0.102396055695105
low_tv_spectral_teacher,53,0.0,-0.0111461914799776,-0.0247673745378859,-0.0342937467699056,-0.0429464203839502,-0.0488641066387218,-0.0561384569717014,-0.0641128815591682,-0.0643908196546458,-0.0632108721275761,-0.0695513591263828,-0.0763413447218006,-0.0830619826262597,-0.0920861759265244,-0.0909972014519386,-0.0831648429901442,-0.0929060277792416,-0.0965463060422886,-0.0998347692839104,-0.0987326324886484,-0.1067607105833813,-0.1048671217418701,-0.1063860424878732,-0.1053990838254752,-0.1163646256024237
low_tv_spectral_teacher,54,0.0,-0.0143461814568103,-0.0252862082788246,-0.0354403920491181,-0.041801048753763,-0.0502670082976784,-0.0509568263434902,-0.052246794474119,-0.0634801400743534,-0.0700737588272425,-0.0732409882794323,-0.0816824209560131,-0.0809780670186919,-0.0899576283749085,-0.0917279539702204,-0.0881424968436989,-0.0912368927758102,-0.0963329768353475,-0.1036893141192565,-0.1139337329197283,-0.1091208827735739,-0.1076328862245048,-0.1024184692767317,-0.1142497650240596,-0.1094018842758196
low_tv_spectral_teacher,55,0.0,-0.0109623021327424,-0.0247861091755126,-0.0368440019523542,-0.0424331121297161,-0.0516792964438472,-0.0533989736517304,-0.0584519184597442,-0.0651537268070665,-0.0672632642756265,-0.0751267888701818,-0.0786940366521492,-0.082555608014162,-0.0908296201589331,-0.0894486697593835,-0.0789083272059564,-0.0917976282339306,-0.1032244537720892,-0.1028381761249605,-0.1039050177623376,-0.1084879745291062,-0.1202376050956322,-0.1050710146143281,-0.120972521321068,-0.1113307526952194
low_tv_spectral_teacher,56,0.0,-0.0116365572978553,-0.026978319616816,-0.0368215837566111,-0.0427593146470343,-0.0500005633209873,-0.0603781571206857,-0.0636735195189957,-0.0718862094560717,-0.066663481503339,-0.0730184701096792,-0.0778045336803443,-0.0880332131991661,-0.0808654271320408,-0.0866173425629769,-0.0911741758499356,-0.0994543341521648,-0.1057076100983072,-0.1102589595911068,-0.1051098842523586,-0.100565532136624,-0.1068067723082171,-0.1045809371179165,-0.1231558138051344,-0.1167659608473027
low_tv_spectral_teacher,57,0.0,-0.0101733379075756,-0.020986074694503,-0.0339248616925829,-0.0383827881002047,-0.0519861797582253,-0.0549991116839475,-0.0614813026630715,-0.0663568952343951,-0.070525351107629,-0.0778119650408063,-0.0705354761487051,-0.082257331741267,-0.0817780392227139,-0.0929006568949814,-0.0964856834399758,-0.0949837545267703,-0.0879531388035162,-0.1066840058164456,-0.1013187274717184,-0.109399912459015,-0.1096723418465655,-0.1051989772262698,-0.1097349624305626,-0.1177678445470437
low_tv_spectral_teacher,58,0.0,-0.0125646839000683,-0.0251148192645235,-0.0344227024156534,-0.0457231934170359,-0.0491150311527619,-0.0545140962766826,-0.0628972985053474,-0.0687008679130374,-0.0737280516343437,-0.079512468512597,-0.0782152376511814,-0.0914015410119173,-0.080421949001994,-0.0944278268030478,-0.1076144712687051,-0.0972242207432118,-0.1000059753106675,-0.105788422103774,-0.1067394156427259,-0.101663282918335,-0.1197861364217991,-0.1120560828492473,-0.1161054134894304,-0.1154075543060227
low_tv_spectral_teacher,59,0.0,-0.0109779595729702,-0.0276362310729971,-0.0344282432794054,-0.0458061635975438,-0.051406776757714,-0.0534879968322936,-0.0684405357805857,-0.0747933886857987,-0.0750384466758834,-0.079185461087388,-0.0794640321788053,-0.0883174296140687,-0.0911913492186066,-0.0890388243810961,-0.1006519887504957,-0.1049875219954613,-0.1083203330720978,-0.0983239177158837,-0.110716451335311,-0.1146569717014629,-0.1155279066620227,-0.1148894863541295,-0.124446234063985,-0.1115206131556504
low_tv_spectral_teacher,1000,0.0,-0.0131183398301588,-0.0248061563665851,-0.0352293010176244,-0.043463133431472,-0.0509653968224261,-0.0543553901304182,-0.059375806357313,-0.0618212413345283,-0.0681366572934312,-0.0721452343850081,-0.0751137120292727,-0.0884550483024954,-0.0842205248597218,-0.0859885303331902,-0.0885065301925027,-0.0850477758136147,-0.0886117710924656,-0.1003738797429496,-0.1051472614305735,-0.0978884790502347,-0.111717751147205,-0.1093830692077125,-0.1147048877093672,-0.1059081427644112
low_tv_spectral_teacher,1001,0.0,-0.0099933537882808,-0.0248655423219134,-0.0344872813761799,-0.0438605080766147,-0.0534057822982117,-0.0550691227906373,-0.0604784802154142,-0.0695284279484199,-0.0780398929503888,-0.0749241470287251,-0.0824305490316042,-0.0876739249010575,-0.0838106452627201,-0.0912417152752985,-0.0971995947070452,-0.0890678325996438,-0.1077477876977606,-0.1114812585832112,-0.0962687809275178,-0.1121624161869183,-0.1040849932520159,-0.1118850922739484,-0.1030397640463677,-0.1171142789314735
low_tv_spectral_teacher,1002,0.0,-0.0138906040108807,-0.0239680463069692,-0.0342792374812219,-0.0421186043424859,-0.0492677173890509,-0.0547972482151645,-0.0623323380816453,-0.0634764020776699,-0.071930053654754,-0.0769855213933678,-0.0801413877071329,-0.0858083256942321,-0.09001901490563,-0.0930370650779987,-0.0900298977882547,-0.0933257280572355,-0.0980912307028724,-0.1019979976880687,-0.1058364335188913,-0.1106534191562021,-0.1099732548566952,-0.1097956630993191,-0.1037729375004933,-0.1108114069874618
low_tv_spectral_teacher,1003,0.0,-0.0119930546836314,-0.0261925870887667,-0.0365939801807948,-0.0411809611578763,-0.051717738105787,-0.0536755981124838,-0.0676126056953589,-0.0685549089761382,-0.0749934893292649,-0.0789817411540008,-0.0793545321307422,-0.0819133569721602,-0.092466459992498,-0.0966327492401187,-0.095915206533501,-0.1018084258892056,-0.1001737365476444,-0.1005396188327258,-0.101725402668347,-0.1172599214791629,-0.1159463703493494,-0.1150418072914868,-0.1189744669112193,-0.1191189400049791
low_tv_spectral_teacher,1004,0.0,-0.0101628719724449,-0.0232385969591929,-0.0341884902836483,-0.0425777141191394,-0.0506404838767467,-0.0583508763862367,-0.064621924947249,-0.0621680284726296,-0.0738736937598732,-0.0768013143877906,-0.0789303656097598,-0.0820253524573952,-0.091897688623071,-0.0954467573542938,-0.0972206211429795,-0.108494266486127,-0.1017996670205286,-0.1103013051399387,-0.1072337881815743,-0.1126755421194767,-0.1059838789273208,-0.1057694341179554,-0.1065186945706414,-0.1192359029936333
low_tv_spectral_teacher,1005,0.0,-0.0129242802404691,-0.0234896270195773,-0.0347437998392958,-0.0418909651714567,-0.0501956906886914,-0.0569552442762732,-0.0604839000415885,-0.0637898944753961,-0.0717306936271556,-0.0781532576161099,-0.0861907261489604,-0.0800565813124616,-0.0794701887875135,-0.0922228729622405,-0.0979962390300444,-0.0928731536108731,-0.0949497147194263,-0.0985469546657784,-0.0966446841952658,-0.0940298608928096,-0.1146234672382578,-0.1115005411571367,-0.1207710626715508,-0.1170967795103318
low_tv_spectral_teacher,1006,0.0,-0.0150548985078292,-0.0267559841629546,-0.0388843977126134,-0.0421717175587894,-0.0528876414676675,-0.0561781385516491,-0.0622626435692444,-0.0634831097692081,-0.070493530498829,-0.0754330743784792,-0.0812678307870834,-0.0835122872469299,-0.0915529644224995,-0.0843902367671458,-0.0894222655719403,-0.1018147337505049,-0.1019771108281718,-0.0990192891385159,-0.1005933484991884,-0.1137985699443208,-0.1154234647770639,-0.1084847138126645,-0.1073737724825141,-0.1123201275694829
low_tv_spectral_teacher,1007,0.0,-0.0092091324981789,-0.0212911423956398,-0.0319019993010524,-0.0419193218916823,-0.0476575013513169,-0.0558036826808097,-0.060533052893912,-0.0667551407312286,-0.0721236122054346,-0.0777836192316082,-0.078104390813112,-0.0858207676737277,-0.0915527858241616,-0.0806669176566219,-0.0896776624953749,-0.0985154513853271,-0.1004358652346165,-0.1032199785548326,-0.1043759203406541,-0.1143921002376436,-0.1126658360047112,-0.112629590066498,-0.1240144804028062,-0.1191647389053167
low_tv_spectral_teacher,1008,0.0,-0.0110532764461797,-0.021650808186994,-0.0335915430446826,-0.0473823265348922,-0.0518996162769907,-0.0595465412900441,-0.0630139447712214,-0.0647613183135625,-0.0722533251326465,-0.0733864119549132,-0.0825419010899704,-0.0854676604778335,-0.0812449254240959,-0.0936575971333934,-0.095310529051061,-0.1000563048956198,-0.1013935055960795,-0.1003136380482526,-0.1089249893494458,-0.1104390765909153,-0.1061675617908604,-0.1185904471371732,-0.1234799550471024,-0.1141719426391094
low_tv_spectral_teacher,1009,0.0,-0.0111574256331987,-0.0230554539951236,-0.0376470138366612,-0.0449499944885927,-0.0525900761077541,-0.0593567257298851,-0.062410015250895,-0.0677619515695544,-0.0765190188944848,-0.0753527034443937,-0.0876115506272359,-0.0882439921448932,-0.0949400174604984,-0.0940731981541747,-0.0962261750756908,-0.0986700950757885,-0.1018452176050217,-0.1034000363282601,-0.1105576475901709,-0.1130734759721906,-0.1065474384153602,-0.1100735669900398,-0.1184167963814167,-0.1190596904664252
low_tv_spectral_teacher,1010,0.0,-0.0122253609158855,-0.0257751019697617,-0.0336676022919387,-0.0430172883395153,-0.0530294266982073,-0.0540436118608034,-0.058463039974915,-0.0669347879717309,-0.0664869899965145,-0.0743397305271332,-0.0743963250187737,-0.0798502407506441,-0.0965896673612825,-0.0880148498407257,-0.0905698096528493,-0.0980089718215733,-0.0912739548143474,-0.1002481093126768,-0.1041551225604021,-0.1099044011904697,-0.1064679898012226,-0.119479776089249,-0.1177323586890233,-0.1213778143162465
low_tv_spectral_teacher,1011,0.0,-0.0139856490395404,-0.0264036024886338,-0.0372546365716597,-0.0443220514689493,-0.0454940322633984,-0.0534397180845766,-0.0548916350902109,-0.0684822184037603,-0.0698792610350585,-0.0757632671653914,-0.0787406944221875,-0.0879027961385453,-0.078072686505743,-0.0898409824189278,-0.0873147956070601,-0.0940041689011114,-0.0990868711144947,-0.0966624828805659,-0.1120669805260083,-0.1117999333447726,-0.0988313634986516,-0.1124691169385296,-0.1053410688811844,-0.119188279122408
low_tv_spectral_teacher,1012,0.0,-0.0115320626585581,-0.0277340849821768,-0.0351713547633578,-0.043546297436042,-0.0492516518498425,-0.0595741782759978,-0.0638742238899978,-0.0641326425042976,-0.0704246801425394,-0.074269635725348,-0.078821346897301,-0.0868661345166418,-0.0934524521803619,-0.0812029958444838,-0.0972020452466766,-0.0958698437010816,-0.1036800148719021,-0.0899671358937388,-0.0950573624504719,-0.1070900067778779,-0.1196357229898732,-0.1041476875812964,-0.1142177842752738,-0.1057391490844952
low_tv_spectral_teacher,1013,0.0,-0.0094699522034084,-0.0219612795873948,-0.0328273776395108,-0.0423298540182192,-0.045996774676797,-0.0557546479557809,-0.0639390021649474,-0.0636980454084147,-0.0683063260531576,-0.0695741098281433,-0.0820590695131059,-0.0810516163898601,-0.0864613685771886,-0.0857946214293148,-0.0907371832572313,-0.08623622641145,-0.1057362425811802,-0.1101818992589547,-0.1046322898643777,-0.1086327922296292,-0.1114837616256439,-0.1173198079611957,-0.1145221136613477,-0.1161618844153295
low_tv_spectral_teacher,1014,0.0,-0.0114446027061665,-0.0227498224369387,-0.0336107475218105,-0.0415756643885139,-0.050061669436966,-0.0548315494155881,-0.0656978547085631,-0.070050765237348,-0.0738789855676778,-0.0842271482793144,-0.0757345752921074,-0.0852903827099722,-0.0862660918513902,-0.0929666176005312,-0.1001466296930012,-0.0879579431591836,-0.1043233476207594,-0.1007219624282959,-0.1023368440879196,-0.1047030475562963,-0.1024455246846838,-0.120900066560916,-0.1078334735601937,-0.1132026501525889
low_tv_spectral_teacher,1015,0.0,-0.0092631304662214,-0.0206473437684445,-0.0320350516268577,-0.0398232539331951,-0.0488181475735289,-0.0574638498355589,-0.0576691490120984,-0.0652643071010294,-0.0735720544068918,-0.0759714567115817,-0.0836410619893228,-0.0814030773419388,-0.0902157016130458,-0.0871363839119329,-0.0950778515466968,-0.102033925198687,-0.1098405037356367,-0.0964759782084655,-0.094405704636303,-0.1082521418173865,-0.1110897028397553,-0.1107062935658044,-0.1240116023925284,-0.1143612343410476
low_tv_spectral_teacher,1016,0.0,-0.0123066918606853,-0.0259078037556374,-0.0321909518583352,-0.0426368442051358,-0.0475427424956706,-0.0535680213343632,-0.062255989028185,-0.0654985051572123,-0.067423203440127,-0.0743462607855516,-0.0791303711625834,-0.0861562942689254,-0.0830092923833963,-0.0916683844346158,-0.0943117646709611,-0.0925111188891623,-0.0967859480455403,-0.0992865992604683,-0.0968054235445482,-0.1093744104384786,-0.1113265363876999,-0.1074351435160959,-0.1038163659100462,-0.1077474547788273
low_tv_spectral_teacher,1017,0.0,-0.0114238538966929,-0.0256268016048618,-0.0351662092486084,-0.0450694337616706,-0.0545749844024088,-0.0621340900351324,-0.0683918177295455,-0.0667998409739875,-0.0708419032769801,-0.0762370522797264,-0.0862872421666816,-0.0792396476297198,-0.0918131892514271,-0.0979337391837305,-0.0962418709305885,-0.1018906268087344,-0.1052866605187899,-0.1019679966506595,-0.1099688446274976,-0.1060393069264724,-0.106479259799815,-0.1104879083185261,-0.1198706160570358,-0.1156703913500634
low_tv_spectral_teacher,1018,0.0,-0.0139384151717687,-0.0268365998330048,-0.0359434528556727,-0.0435558621831944,-0.0531339036805835,-0.0567634910488021,-0.0616942141923885,-0.0701500438646145,-0.074351829497116,-0.0723811558851229,-0.084785075165725,-0.0878042836661649,-0.0941675243943587,-0.0858382562546037,-0.0917945040014868,-0.091001610417397,-0.0972260145370229,-0.1069069835711513,-0.0997015873037047,-0.1092762563943273,-0.1059553796428236,-0.1188772948213393,-0.105750845109854,-0.1186668989341842
low_tv_spectral_teacher,1019,0.0,-0.0114103187702937,-0.0250515140657063,-0.0381718630444367,-0.0496074449328128,-0.0492153416469159,-0.062025829511375,-0.0664340989234001,-0.0748395934354615,-0.0777557486261486,-0.0707838411001211,-0.0832200847633957,-0.0817729680538251,-0.0999632237051287,-0.0995841133785969,-0.0998980874073728,-0.1007195788058701,-0.0943708913632176,-0.1090214497196241,-0.1125434490151568,-0.1118504174576384,-0.1002839521632817,-0.1177794219795098,-0.1149024732547138,-0.1138957976912629
low_tv_spectral_teacher,1020,0.0,-0.009861401424059,-0.0224991439991042,-0.0302731050799848,-0.0408728205710976,-0.0497982779622583,-0.0505708275325272,-0.0624658348896068,-0.0632022072927402,-0.0745316512997905,-0.0805525666575727,-0.0819373763368521,-0.0889495564398992,-0.0926580566503282,-0.0889544117803309,-0.093988455872617,-0.0911785553846943,-0.1051492211793494,-0.1114538430296993,-0.1034863562142575,-0.1138353604673685,-0.1102947214721172,-0.1235188066031931,-0.1160608628450586,-0.1107532893241208
low_tv_spectral_teacher,1021,0.0,-0.0131988708703852,-0.0253815703381056,-0.0360041691609427,-0.0463666851494134,-0.0509053532097017,-0.0500512127290799,-0.062004897384088,-0.0689603069257236,-0.0739684477744918,-0.0784005775923481,-0.0713703134263928,-0.0893615984598261,-0.0837968751139352,-0.1035821777625684,-0.0894659598266489,-0.0904681168039805,-0.0972604711792005,-0.0955151453866069,-0.103942758369311,-0.1061689247909087,-0.1142569106165011,-0.1189695640944964,-0.1108673755078007,-0.1125881914414759
low_tv_spectral_teacher,1022,0.0,-0.0136976141287349,-0.0244189080640378,-0.0349866428212482,-0.0368444864453604,-0.0479426275226482,-0.0544346898319842,-0.0644170494389131,-0.0659084854077529,-0.0745639989307721,-0.0813505263834058,-0.0810135487252682,-0.0845301284954968,-0.0878114012262857,-0.0847955865834429,-0.0956043175247445,-0.0857222860970638,-0.0882455540539008,-0.0979028694984007,-0.1033512551814126,-0.1079748179847001,-0.1118780082489114,-0.1074936500651739,-0.1164777355160271,-0.1127366505705916
low_tv_spectral_teacher,1023,0.0,-0.0115628161790237,-0.0220850940930212,-0.0333923805198483,-0.0473621370765727,-0.0522237067185321,-0.0582624812983237,-0.0652460882051964,-0.0639362606339457,-0.0756681246874587,-0.0795385074994707,-0.0861788755799251,-0.0868337583613877,-0.0882499377461679,-0.0961188595750314,-0.1004296982436489,-0.1013110337575125,-0.1043094527333909,-0.1046522766517783,-0.1061645588024885,-0.1059507192853855,-0.1153992572906168,-0.1263518118037843,-0.1187675876291864,-0.1169215157322734
low_tv_spectral_teacher,1024,0.0,-0.0106727211026111,-0.0257379289825681,-0.0354087645139022,-0.0447175207086881,-0.0516260241877923,-0.0548629523984191,-0.0640078251802063,-0.0688154094863167,-0.0758962424153061,-0.0773261670838159,-0.0843728707510234,-0.0876874182514674,-0.0898354246970861,-0.0935920953444605,-0.0933622881684313,-0.0953318717207864,-0.0984203877020229,-0.1070860419543922,-0.1006220296594598,-0.1054535839197975,-0.1112911239164755,-0.1249206607171653,-0.1129466297914819,-0.1155409354534828
low_tv_spectral_teacher,1025,0.0,-0.0105485668075417,-0.024524359435261,-0.0354767843126755,-0.043213958974003,-0.0471719091278901,-0.0552675618565672,-0.0621428736216988,-0.070480855083642,-0.072819602624025,-0.0764092783526581,-0.080755728425758,-0.0882324034755245,-0.0855649264317025,-0.0884770804622052,-0.099757378151606,-0.1038792106720939,-0.0990714879439318,-0.092839825157287,-0.1149447680164969,-0.1117197315536096,-0.1092548616860228,-0.1154186199825114,-0.1179004568778864,-0.1197766542509187
low_tv_spectral_teacher,1026,0.0,-0.0108885229886464,-0.0217973691385088,-0.0311534133210694,-0.0403209192753315,-0.0462467859901704,-0.0504836297143667,-0.0630173311507225,-0.0636771417994985,-0.0731871264339339,-0.0710641611703659,-0.0832602833747594,-0.0834216383507463,-0.0862874392920212,-0.0976307176097588,-0.0962035517233097,-0.0931235987012693,-0.1090088967756172,-0.0967358056867431,-0.1068112898489878,-0.1058149397574504,-0.1182864009871048,-0.121664198185008,-0.1189923525369937,-0.1221589641469895
low_tv_spectral_teacher,1027,0.0,-0.0135470988944126,-0.024071888475965,-0.0342046266636479,-0.0439621722095951,-0.0533225466950759,-0.0557023833077363,-0.0606260885419925,-0.0736704788228118,-0.0726313259209349,-0.0786253022933611,-0.0793655979965301,-0.0863207583765291,-0.0859084570988353,-0.0988628987335164,-0.09315548749262,-0.0909069817191798,-0.1018070536503756,-0.0996695721947698,-0.1040880831689569,-0.0993527366238579,-0.1092083924393302,-0.1145253854846199,-0.1159636198703555,-0.1154581869627747
