rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,max_split_dlogZ_dr_per_P_diff,max_ce_replay_abs_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids
random_label,0.45,0.1,30,30,0,30,1.0,0.6491376836380325,0.01498974760361698,0.0950414406290485,0.0,0.0011338867200545541,False,complete,
random_label,0.46,0.1,30,30,0,30,1.0,0.6554988019224425,0.01368334268515438,0.07738240577505798,0.0,0.001149084623133577,False,complete,
random_label,0.47,0.1,30,30,0,30,1.0,0.6374315084165576,0.019304606055466297,0.05796057330995696,0.0,0.0010892155363251153,False,complete,
random_label,0.48,0.1,30,30,0,30,1.0,0.6743443293687654,0.016341663658841155,0.12051949013699627,0.0,0.0011785959798081321,False,complete,
random_label,0.49,0.1,30,30,0,30,1.0,0.6635418140800781,0.011823814181498448,0.08311223023392716,0.0,0.0009774004515432048,False,complete,
random_label,0.5,0.1,30,30,0,30,1.0,0.6143664483796814,0.022125273602833718,0.09238931061744744,0.0,0.0009449612300427156,False,complete,
random_label,0.51,0.1,30,30,0,30,1.0,0.6603726383408051,0.014217004573365706,0.07204689923216688,0.0,0.0010906128897884195,False,complete,
random_label,0.52,0.1,30,30,0,30,1.0,0.6507640624943684,0.013325035339675667,0.05694613031500167,0.0,0.001081234502281016,False,complete,
random_label,0.53,0.1,30,30,0,30,1.0,0.6139922415209386,0.011718449855813922,0.06234338267620885,0.0,0.0010221192810684883,False,complete,
random_label,0.54,0.1,30,30,0,30,1.0,0.6334987065260524,0.01104721362531941,0.06505531471310039,0.0,0.0012603080921672074,False,complete,
random_label,0.55,0.1,30,30,0,30,1.0,0.5563661391996397,0.015702286555435378,0.0893386085269026,0.0,0.0011045314951282853,False,complete,
random_label,0.56,0.1,30,30,0,30,1.0,0.5810581803299532,0.01110190250846297,0.07539817421150441,0.0,0.0012277352842534658,False,complete,
random_label,0.57,0.1,30,30,0,30,1.0,0.6238989205546411,0.009972440673082172,0.05307517209286052,0.0,0.0010333864210332637,False,complete,
random_label,0.58,0.1,30,30,0,30,1.0,0.6329175816026148,0.011097068693981702,0.05922542063374508,0.0,0.0011866433081790567,False,complete,
random_label,0.59,0.1,30,30,0,30,1.0,0.5996033140624307,0.014425646927729631,0.07053308744746588,0.0,0.0010303000590697019,False,complete,
random_label,0.6,0.1,30,30,0,30,1.0,0.6284147132300353,0.007942410684030511,0.03797595624536833,0.0,0.0010620216657790985,False,complete,
random_label,0.61,0.1,30,30,0,30,1.0,0.5972752002410122,0.010723201636333475,0.029293728013914232,0.0,0.0009113389937919942,False,complete,
random_label,0.62,0.1,30,30,0,30,1.0,0.5960843692563391,0.00905466845974493,0.02838327513522716,0.0,0.0010768783805455355,False,complete,
random_label,0.63,0.1,30,30,0,30,1.0,0.6423592067462311,0.009086382621765275,0.041149931680150346,0.0,0.0010053429817180823,False,complete,
random_label,0.64,0.1,30,30,0,30,1.0,0.6335002778884965,0.009562108184941569,0.10619826066268004,0.0,0.000987423883243672,False,complete,
