beta,radius,ref_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,claim
0.05,1.43,1800,2.6534412425849703,-0.00577300606114052,2.6534412425849703,-0.00577300606114052,0.0,2.659214248646111,pass
0.05,1.44,1800,2.660385929327292,-0.005794250454434389,2.660385929327292,-0.005794250454434389,0.0,2.666180179781726,pass
0.05,1.45,1800,2.6672820958188135,-0.005815807576506438,2.6672820958188135,-0.005815807576506438,0.0,2.6730979033953197,pass
0.05,1.46,1800,2.6741316409681457,-0.0058364411729764695,2.6741316409681457,-0.0058364411729764695,0.0,2.679968082141122,pass
0.05,1.47,1800,2.6809347403521424,-0.005856624751296669,2.6809347403521424,-0.005856624751296669,0.0,2.686791365103439,pass
0.05,1.48,1800,2.6876918405185415,-0.0058765476461173196,2.6876918405185415,-0.0058765476461173196,0.0,2.6935683881646586,pass
0.05,1.49,1800,2.6944011956169924,-0.005898578743869929,2.6944011956169924,-0.00589857874386993,8.673617379884035e-19,2.7002997743608623,pass
0.05,1.5,1800,2.7010648791659464,-0.005921255059602507,2.7010648791659464,-0.005921255059602507,0.0,2.706986134225549,pass
0.05,1.51,1800,2.707683522295201,-0.005944543826730086,2.707683522295201,-0.005944543826730086,0.0,2.7136280661219314,pass
0.05,1.52,1800,2.714265069309276,-0.005961087254997038,2.714265069309276,-0.005961087254997038,0.0,2.720226156564273,pass
0.05,1.53,1800,2.720797901649257,-0.005983078879428057,2.720797901649257,-0.005983078879428057,0.0,2.726780980528685,pass
0.05,1.54,1800,2.727293033560086,-0.006000068193713942,2.727293033560086,-0.006000068193713942,0.0,2.7332931017538,pass
0.05,1.55,1800,2.7337387085577225,-0.0060243644739908005,2.7337387085577225,-0.0060243644739908005,0.0,2.7397630730317135,pass
0.05,1.56,1800,2.7401528142186793,-0.006038622270895999,2.7401528142186793,-0.006038622270895999,0.0,2.746191436489575,pass
0.05,1.57,1800,2.7465186845224028,-0.00606003933977528,2.7465186845224028,-0.00606003933977528,0.0,2.752578723862178,pass
0.05,1.58,1800,2.7528473551553994,-0.006078101600494515,2.7528473551553994,-0.006078101600494515,0.0,2.758925456755894,pass
0.05,1.59,1800,2.759136150186759,-0.006095996717531094,2.759136150186759,-0.006095996717531095,8.673617379884035e-19,2.7652321469042898,pass
0.05,1.6,1800,2.7653791055463697,-0.006120190869348289,2.7653791055463697,-0.006120190869348289,0.0,2.771499296415718,pass
0.05,1.61,1800,2.771587032373505,-0.006140365639705358,2.771587032373505,-0.006140365639705358,0.0,2.7777273980132104,pass
0.05,1.62,1800,2.7777589927297326,-0.0061579425371954275,2.7777589927297326,-0.0061579425371954275,0.0,2.783916935266928,pass
0.05,1.63,1800,2.783889645636923,-0.006178737182546827,2.783889645636923,-0.006178737182546827,0.0,2.7900683828194697,pass
0.05,1.64,1800,2.7899874816436876,-0.006194724960598653,2.7899874816436876,-0.006194724960598653,0.0,2.796182206604286,pass
0.05,1.65,1800,2.7960405771030086,-0.006218286954447018,2.7960405771030086,-0.00621828695444702,1.734723475976807e-18,2.8022588640574555,pass
0.05,1.66,1800,2.802063188945255,-0.006235615377807056,2.802063188945255,-0.006235615377807056,0.0,2.808298804323062,pass
0.05,1.67,1800,2.8080452803832685,-0.006257188069137478,2.8080452803832685,-0.006257188069137478,0.0,2.814302468452406,pass
0.05,1.68,1800,2.8139988961539304,-0.006271393443333926,2.8139988961539304,-0.006271393443333926,0.0,2.8202702895972642,pass
0.05,1.69,1800,2.819909750235475,-0.006292942961949483,2.819909750235475,-0.006292942961949483,0.0,2.8262026931974247,pass
