beta,radius,ref_count,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,claim
0.05,2.05,2700,0.4861243615988058,-0.0014888445921952419,0.487613206191001,-3.7891094871368907,0.2833428537554832,pass
0.05,2.06,2700,0.48375944726856723,-0.0014867045234483545,0.4852461517920156,-3.783663012176062,0.27770060726837736,pass
0.05,2.07,2700,0.4814148912939394,-0.0014870761899022228,0.4829019674838416,-3.784608903301157,0.27447749226346285,pass
0.05,2.08,2700,0.4790921304928233,-0.0014881929165767164,0.4805803234094,-3.787450972687743,0.27135761306935663,pass
0.05,2.09,2700,0.4767896706533661,-0.0014912253713000381,0.4782808960246661,-3.795168569958597,0.2695026491751735,pass
0.05,2.1,2700,0.47451290669929197,-0.0014904612490661815,0.4760033679483581,-3.793223878873432,0.27464409895829756,pass
0.05,2.11,2700,0.47225495286381586,-0.0014924749520855817,0.47374742781590146,-3.7983487530578053,0.2715518235866735,pass
0.05,2.12,2700,0.47002134732843154,-0.0014914228090929624,0.4715127701375245,-3.7956710491415895,0.2639698825903542,pass
0.05,2.13,2700,0.46780803948466465,-0.0014910556756884674,0.4692990951603531,-3.7947366946271495,0.26589725857297386,pass
0.05,2.14,2700,0.46561264824785187,-0.0014934604865181915,0.4671061087343701,-3.8008569381887973,0.2683635489349609,pass
0.05,2.15,2700,0.46343673659602147,-0.001496785586095763,0.46493352218211725,-3.8093193166137165,0.26381642521830695,pass
0.05,2.16,2700,0.46128451846842206,-0.0014965337035927027,0.46278105217201476,-3.8086782756434285,0.2627651676115948,pass
0.05,2.17,2700,0.4591519604556418,-0.0014964601395434805,0.4606484205951853,-3.808491055138158,0.26658452218971895,pass
0.05,2.18,2700,0.457038718041125,-0.0014966364045410818,0.45853535444566607,-3.808939649557053,0.254849003204588,pass
0.05,2.19,2700,0.45494587506038503,-0.0014957106435199744,0.45644158570390503,-3.806583587758335,0.2481428385292875,pass
0.05,2.2,2700,0.45286777433586795,-0.0014990768875647771,0.45436685122343273,-3.815150678852358,0.2616464729161059,pass
0.05,2.21,2700,0.450808930928371,-0.001501961692240799,0.4523108926206118,-3.8224925067528335,0.2569437770892274,pass
0.05,2.22,2700,0.44877023311404524,-0.001503223053320519,0.45027345616736575,-3.825702670700721,0.25913592030175825,pass
0.05,2.23,2700,0.44675168477012284,-0.0015026079166717897,0.4482542926867946,-3.824137147929705,0.25429844994370965,pass
0.05,2.24,2700,0.44474955862815313,-0.0015035988234326125,0.4462531574515857,-3.826659005635999,0.2550617486103717,pass
0.05,2.25,2700,0.4427632849974641,-0.001506525087670173,0.4442698100851343,-3.8341063481205904,0.2508412541615268,pass
