selector,rule,ref_id,radius,radius_token
dense_qc_stable_ref30,teacher_nn,39,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,41,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,41,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,41,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,41,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,41,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,41,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,42,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,42,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,42,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,42,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,42,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,42,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,43,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,43,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,43,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,43,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,43,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,43,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,44,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,44,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,44,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,44,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,44,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,44,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,47,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,47,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,47,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,47,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,47,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,47,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,48,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,48,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,48,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,48,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,48,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,48,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,49,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,49,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,49,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,49,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,49,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,49,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,52,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,52,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,52,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,52,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,52,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,52,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,56,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,56,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,56,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,56,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,56,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,56,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,58,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,58,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,58,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,58,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,58,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,58,0.65,0p6500
dense_qc_stable_ref30,teacher_nn,59,0.12,0p1200
dense_qc_stable_ref30,teacher_nn,59,0.15,0p1500
dense_qc_stable_ref30,teacher_nn,59,0.2,0p2000
dense_qc_stable_ref30,teacher_nn,59,0.3,0p3000
dense_qc_stable_ref30,teacher_nn,59,0.45,0p4500
dense_qc_stable_ref30,teacher_nn,59,0.65,0p6500
