N,M,dataset_id,ref_id,lambda_ref,reference_method,burn,thin,ref_norm,ref_norm_sq,min_margin,mean_margin,ce_ref,err_ref
80,8,6,4,1.0,weight_space_hit_and_run,5000,200,7.53712033939728,56.808183010556164,0.20083312804766146,0.5598802680608452,3.8125279139844084,0.0
80,8,6,5,1.0,weight_space_hit_and_run,5000,200,7.666755974256769,58.779147168801856,0.09540106695576384,0.5452892191825227,3.8781405678443415,0.0
80,8,6,6,1.0,weight_space_hit_and_run,5000,200,7.435383275674983,55.28492445618724,0.06944770990740318,0.831554899375563,3.0878503478937116,0.0
80,8,6,7,1.0,weight_space_hit_and_run,5000,200,8.62981110391481,74.47363968925133,0.34927362783118715,0.8123998939906354,3.0630631782499536,0.0
80,8,6,8,1.0,weight_space_hit_and_run,5000,200,8.536199630373256,72.8667041295845,0.26015490504431704,0.7618234482757698,3.26903086918385,0.0
80,8,6,9,1.0,weight_space_hit_and_run,5000,200,8.468486530210098,71.71526411234989,0.6199337671829201,1.023629973357969,2.5602806728717606,0.0
80,8,7,0,1.0,weight_space_hit_and_run,5000,200,9.7414140548131,94.89514778731021,0.25982419871252727,1.1188950775521718,2.4964829792159127,0.0
80,8,7,1,1.0,weight_space_hit_and_run,5000,200,7.254715466191424,52.63089649539705,0.08385881397018832,0.6217930545489475,3.648698571849708,0.0
80,8,7,2,1.0,weight_space_hit_and_run,5000,200,8.136815994953208,66.20777453572636,0.16836383732632865,0.39379000702291145,4.15532845417816,0.0
80,8,7,3,1.0,weight_space_hit_and_run,5000,200,8.908934566091846,79.36911510290611,0.2773856174383007,0.8346086547920408,3.0760932136717933,0.0
80,8,7,4,1.0,weight_space_hit_and_run,5000,200,9.704976628190817,94.18657135372999,0.13345053877928972,0.7991790892785818,3.2351573540891594,0.0
80,8,7,5,1.0,weight_space_hit_and_run,5000,200,9.69804827785425,94.05214039959179,0.27060707432761827,0.9720751895597622,2.7785120055050854,0.0
80,8,7,6,1.0,weight_space_hit_and_run,5000,200,9.354750569470855,87.51135821701529,0.35867363620525217,1.1622715881642434,2.408973393264497,0.0
80,8,7,7,1.0,weight_space_hit_and_run,5000,200,8.882315071684078,78.89552103266612,0.15232066322259102,0.5713157964678299,3.665913143871898,0.0
