run,beta,radius,dataset_count,dphi_full_dr,dphi_full_dr_sem,dphi_energy_dr,dphi_energy_dr_sem,dphi_entropic_dr
30 dataset,0.05,1.15,30,0.8661089287207822,4.3635767622698734e-05,-0.0031146127501326835,4.3635767622698734e-05,0.8692235414709149
30 dataset,0.05,1.16,30,0.8586550742488931,4.317593497472509e-05,-0.0030751608300311093,4.317593497472509e-05,0.8617302350789242
30 dataset,0.05,1.17,30,0.8513107081106033,4.268528758090686e-05,-0.003054311283885751,4.268528758090686e-05,0.8543650193944891
30 dataset,0.05,1.18,30,0.8441056336822965,4.276818863624675e-05,-0.00301900419190015,4.276818863624675e-05,0.8471246378741967
30 dataset,0.05,1.19,30,0.8370027404796975,4.139267909480916e-05,-0.003003202958581642,4.139267909480916e-05,0.8400059434382792
30 dataset,0.05,1.2,30,0.8300251078323042,4.4154485959951476e-05,-0.0029807860773225373,4.4154485959951476e-05,0.8330058939096268
30 dataset,0.05,1.21,30,0.823177887259929,4.272207126056774e-05,-0.0029436604190397012,4.272207126056774e-05,0.8261215476789687
30 dataset,0.05,1.22,30,0.8164115964781216,4.1588531956110016e-05,-0.0029384631051177523,4.1588531956110016e-05,0.8193500595832394
30 dataset,0.05,1.23,30,0.8097762328141327,4.192373953546938e-05,-0.0029124441708690244,4.192373953546938e-05,0.8126886769850017
30 dataset,0.05,1.24,30,0.8032583056570971,3.922980529668837e-05,-0.0028764303844770003,3.922980529668837e-05,0.8061347360415742
30 dataset,0.05,1.25,30,0.7968069075925184,3.9780231006057296e-05,-0.0028787505607233295,3.9780231006057296e-05,0.7996856581532417
30 dataset,0.05,1.26,30,0.7904868192878359,3.989810657769137e-05,-0.002852127292760956,3.989810657769137e-05,0.7933389465805969
30 dataset,0.05,1.27,30,0.7842810529349664,3.814679170472761e-05,-0.002811130286728073,3.814679170472761e-05,0.7870921832216945
30 dataset,0.05,1.28,30,0.7781432431230793,3.8166076106784476e-05,-0.0027997824171957886,3.8166076106784476e-05,0.7809430255402751
30 dataset,0.05,1.29,30,0.7721010145989603,3.727181955148653e-05,-0.002788189037901631,3.727181955148653e-05,0.774889203636862
